id,fake,real
TEST_00000,1.0,0.9989332556724548
TEST_00001,0.9031316041946411,0.9998062252998352
TEST_00002,0.28893277049064636,0.9999990463256836
TEST_00003,0.9991642236709595,0.009459191001951694
TEST_00004,0.000501494447235018,1.0
TEST_00005,0.9811168313026428,0.22162894904613495
TEST_00006,1.0,2.2042539171707176e-07
TEST_00007,0.999964714050293,0.8026959896087646
TEST_00008,0.9999299049377441,0.9895022511482239
TEST_00009,0.866308331489563,0.9958531856536865
TEST_00010,0.9998261332511902,0.0014537360984832048
TEST_00011,0.02804940938949585,0.9999194145202637
TEST_00012,0.9313885569572449,0.06469748914241791
TEST_00013,0.9805905818939209,0.9998631477355957
TEST_00014,0.9920165538787842,0.019285088405013084
TEST_00015,0.9927202463150024,0.2003576159477234
TEST_00016,0.9999997615814209,9.016630792757496e-05
TEST_00017,1.0,3.511152701918263e-09
TEST_00018,0.9989011287689209,0.11223151534795761
TEST_00019,0.2999756932258606,0.9999991655349731
TEST_00020,0.9986295700073242,0.9999679327011108
TEST_00021,0.17505501210689545,0.9986658096313477
TEST_00022,1.5645727680817841e-15,1.0
TEST_00023,0.9999310970306396,0.9682642817497253
TEST_00024,0.9379926323890686,0.9970138072967529
TEST_00025,0.0016387844225391746,0.9765598177909851
TEST_00026,0.999679684638977,0.010756096802651882
TEST_00027,0.0006697365897707641,0.9999997615814209
TEST_00028,0.35258907079696655,0.9819242358207703
TEST_00029,0.9433113932609558,0.9758893251419067
TEST_00030,0.9677582383155823,0.5303593277931213
TEST_00031,0.004204680677503347,1.0
TEST_00032,0.7657351493835449,0.460042804479599
TEST_00033,0.012556839734315872,0.9999978542327881
TEST_00034,0.9999829530715942,0.9999995231628418
TEST_00035,0.20344680547714233,1.0
TEST_00036,0.7924823760986328,0.9992252588272095
TEST_00037,0.9993963241577148,0.9920319318771362
TEST_00038,0.9999974966049194,5.503668035089504e-06
TEST_00039,0.373464435338974,0.04173077270388603
TEST_00040,0.9990222454071045,0.15628120303153992
TEST_00041,0.3860572278499603,0.9999969005584717
TEST_00042,0.999947190284729,0.003533962881192565
TEST_00043,0.20049281418323517,0.9924449324607849
TEST_00044,1.0,4.4859554293452675e-08
